collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020460953441,2020,460953441,2,1,1,1,30,6,2,0,0,0,0,0,1,9,E01024473,6,1,1,0,-1
2020440237156,2020,440237156,1,1,1,1,21,5,3,0,0,0,0,0,3,1,E01017236,-1,0,0.13608,0.86392,-1
202006A166908,2020,06A166908,2,2,1,2,65,9,3,0,0,0,0,0,9,8,E01005329,-1,0,0.08051,0.91949,-1
2020370937683,2020,370937683,1,1,1,2,22,5,3,0,0,0,0,0,9,3,E01029916,3,1,0,1,-1
2020320279467,2020,320279467,1,1,3,1,27,6,3,10,1,0,0,0,0,5,E01032987,-1,0,0.12842,0.87158,-1
2020010244157,2020,010244157,2,2,1,1,32,6,2,0,0,0,0,0,3,-1,-1,-1,0,1,0,-1
2020030983235,2020,030983235,1,1,1,1,58,9,3,0,0,0,0,0,5,2,E01019294,3,1,0,1,-1
20201372J0663,2020,1372J0663,1,1,1,2,18,4,3,0,0,0,0,0,9,4,E01032498,-1,0,0.0457,0.9543,-1
2020320041794,2020,320041794,1,1,1,1,54,8,3,0,0,0,0,0,9,1,E01013174,-1,0,0.05422,0.94578,-1
2020332000624,2020,332000624,1,1,1,1,51,8,2,0,0,0,0,0,19,3,E01011257,-1,0,1,0,-1
2020010242021,2020,010242021,1,1,3,2,72,10,2,4,1,0,0,0,0,3,E01001287,-1,0,1,0,-1
2020122001000,2020,122001000,2,2,1,1,50,8,3,0,0,0,0,0,9,3,E01027612,-1,0,0.05582,0.94418,-1
2020320074318,2020,320074318,2,1,1,2,52,8,3,0,0,0,0,0,9,9,E01026370,-1,0,0.03892,0.96108,-1
2020470984746,2020,470984746,1,2,2,1,19,4,3,0,0,2,0,0,9,6,E01021087,3,1,0,1,-1
2020010243502,2020,010243502,1,2,2,1,-1,-1,3,0,0,1,0,0,9,2,E01000087,-1,0,0,1,-1
2020220948594,2020,220948594,1,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020100982272,2020,100982272,2,2,2,1,71,10,3,0,0,1,0,0,9,5,E01008494,3,1,0,1,-1
2020460968303,2020,460968303,1,1,2,2,40,7,3,0,0,2,0,0,9,5,E01024156,3,1,0,1,-1
202006F172817,2020,06F172817,3,3,2,1,54,8,3,0,0,0,4,0,11,-1,-1,-1,0,0.06024,0.93976,-1
2020010237865,2020,010237865,1,1,3,1,50,8,3,10,9,0,0,0,0,-1,-1,-1,0,0,1,-1
2020030917318,2020,030917318,1,1,1,1,24,5,3,0,0,0,0,0,9,4,E01019102,3,1,0,1,-1
2020140980171,2020,140980171,2,2,1,1,28,6,2,0,0,0,0,0,9,6,E01007695,7,1,1,0,-1
2020990917792,2020,990917792,1,1,1,2,26,6,2,0,0,0,0,0,9,6,-1,7,1,1,0,-1
2020010269338,2020,010269338,1,1,3,1,63,9,3,1,1,0,0,0,0,2,E01004755,-1,0,0,1,-1
2020010276566,2020,010276566,1,1,1,2,36,7,2,0,0,0,0,0,2,1,E01002842,-1,0,1,0,-1
2020400964409,2020,400964409,1,3,2,1,55,8,3,0,0,1,0,0,9,1,E01015789,3,1,0,1,-1
2020500958324,2020,500958324,2,1,1,1,53,8,3,0,0,0,0,0,9,7,E01020318,3,1,0,1,-1
2020990978158,2020,990978158,2,1,1,2,30,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020040947847,2020,040947847,1,1,1,1,32,6,3,0,0,0,0,0,9,1,E01025184,3,1,0,1,-1
2020070439128,2020,070439128,1,1,1,2,28,6,3,0,0,0,0,0,9,1,E01007162,-1,0,0.04657,0.95343,-1
2020220971172,2020,220971172,1,1,1,1,24,5,1,0,0,0,0,0,9,2,E01009499,1,1,0,0,-1
2020410970685,2020,410970685,1,1,1,1,40,7,3,0,0,0,0,0,9,7,E01023856,3,1,0,1,-1
2020302000307,2020,302000307,1,1,3,2,-1,-1,3,5,1,0,0,0,0,1,E01013479,-1,0,0.06591,0.93409,-1
2020140969478,2020,140969478,1,2,2,2,58,9,3,0,0,1,0,0,9,9,E01008023,3,1,0,1,-1
2020340N08802,2020,340N08802,2,2,1,2,46,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.0286,0.9714,-1
2020520005035,2020,520005035,1,1,1,1,19,4,2,0,0,0,0,0,9,8,E01014745,-1,0,1,0,-1
2020990933853,2020,990933853,1,1,1,1,58,9,2,0,0,0,0,0,9,7,-1,6,1,1,0,-1
2020101005763,2020,101005763,1,1,3,1,12,3,3,4,1,0,0,2,0,9,E01008673,3,1,0,1,-1
2020010249698,2020,010249698,1,1,1,1,26,6,3,0,0,0,0,0,1,7,E01004018,-1,0,0,1,-1
2020220928263,2020,220928263,2,1,1,1,15,3,3,0,0,0,0,0,1,6,E01032405,3,1,0,1,-1
2020140992131,2020,140992131,2,1,1,1,24,5,2,0,0,0,0,0,3,3,E01007357,7,1,1,0,-1
2020522005110,2020,522005110,2,4,2,2,38,7,3,0,0,1,0,0,9,3,E01014622,-1,0,0.02955,0.97045,-1
202060Y057176,2020,60Y057176,2,2,1,2,46,8,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020990974690,2020,990974690,1,1,1,1,44,7,2,0,0,0,0,0,9,5,-1,6,1,1,0,-1
2020991009084,2020,991009084,2,1,1,2,29,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020470985852,2020,470985852,2,2,1,1,38,7,2,0,0,0,0,0,19,1,E01016868,7,1,1,0,-1
2020010249615,2020,010249615,2,3,1,1,63,9,3,0,0,0,0,0,20,10,E01023189,-1,0,0,1,-1
2020541646020,2020,541646020,1,3,2,2,17,4,3,0,0,2,0,0,9,-1,-1,-1,0,0.092,0.908,-1
2020430417608,2020,430417608,1,1,1,1,34,6,3,0,0,0,0,0,3,6,E01016536,-1,0,0.1285,0.8715,-1
2020030965743,2020,030965743,2,2,1,2,47,8,3,0,0,0,0,0,9,7,E01019214,3,1,0,1,-1
2020210986330,2020,210986330,1,1,1,1,42,7,3,0,0,0,0,0,9,5,E01009848,3,1,0,1,-1
2020552001122,2020,552001122,1,3,2,1,6,2,3,0,0,2,0,0,9,3,E01015305,-1,0,0.03354,0.96646,-1
2020031008263,2020,031008263,1,1,3,2,-1,-1,3,5,2,0,0,0,0,-1,-1,3,1,0,1,-1
2020040932826,2020,040932826,1,1,3,2,49,8,3,1,9,0,0,0,0,3,E01012669,3,1,0,1,-1
202031D061020,2020,31D061020,1,1,1,1,46,8,2,0,0,0,0,0,3,7,E01028387,-1,0,1,0,-1
2020010237671,2020,010237671,2,3,2,2,56,9,3,0,0,1,0,0,8,2,E01001745,-1,0,0,1,-1
2020400974962,2020,400974962,1,1,1,1,76,11,1,0,0,0,0,0,9,3,E01027065,1,1,0,0,-1
2020340W02792,2020,340W02792,1,1,3,1,15,3,2,5,2,0,0,0,0,-1,-1,-1,0,1,0,-1
2020137CA1119,2020,137CA1119,2,1,1,2,42,7,3,0,0,0,0,0,1,6,E01011505,-1,0,0.04859,0.95141,-1
2020010252018,2020,010252018,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,3,E01000094,-1,0,0,1,-1
2020010278660,2020,010278660,1,1,1,1,44,7,3,0,0,0,0,0,9,2,E01003189,-1,0,0,1,-1
2020440471433,2020,440471433,2,1,1,1,20,4,3,0,0,0,0,0,9,8,E01017190,-1,0,0.02273,0.97727,-1
2020140995215,2020,140995215,2,1,1,1,54,8,3,0,0,0,0,0,90,5,E01019827,3,1,0,1,-1
2020010283339,2020,010283339,1,1,3,1,32,6,3,5,1,0,0,0,0,2,E01004001,-1,0,0,1,-1
2020990941844,2020,990941844,1,1,3,2,62,9,3,6,5,0,0,0,0,1,-1,3,1,0,1,-1
2020470984006,2020,470984006,2,1,1,1,29,6,3,0,0,0,0,0,3,3,E01031366,3,1,0,1,-1
2020411008990,2020,411008990,1,2,2,1,28,6,2,0,0,1,0,0,9,-1,-1,5,1,1,0,-1
20201372I0242,2020,1372I0242,2,1,1,1,48,8,2,0,0,0,0,0,3,5,E01011352,-1,0,1,0,-1
2020622000848,2020,622000848,1,2,1,1,84,11,3,0,0,0,0,0,9,10,W01001036,-1,0,0.04542,0.95458,-1
2020010255939,2020,010255939,2,1,1,1,42,7,2,0,0,0,0,0,1,2,E01001332,-1,0,1,0,-1
2020160920672,2020,160920672,1,1,1,1,68,10,2,0,0,0,0,0,1,1,E01012905,5,1,1,0,-1
2020160970228,2020,160970228,1,1,1,1,34,6,3,0,0,0,0,0,1,1,E01012779,3,1,0,1,-1
2020430220252,2020,430220252,1,1,1,1,60,9,3,0,0,0,0,0,9,6,E01028703,-1,0,0.11208,0.88792,-1
2020430301105,2020,430301105,1,1,1,2,81,11,1,0,0,0,0,0,9,9,E01017582,-1,0,0,0,-1
2020991010996,2020,991010996,2,2,1,1,29,6,3,0,0,0,0,0,9,7,-1,3,1,0,1,-1
2020010253128,2020,010253128,1,1,1,2,51,8,3,0,0,0,0,0,9,3,E01000819,-1,0,0,1,-1
2020040928301,2020,040928301,1,2,2,1,43,7,3,0,0,2,0,0,9,1,E01025584,3,1,0,1,-1
2020100969253,2020,100969253,2,2,2,2,55,8,3,0,0,1,0,0,9,1,E01027539,3,1,0,1,-1
2020201002270,2020,201002270,1,3,1,1,36,7,3,0,0,0,0,0,9,5,E01028846,3,1,0,1,-1
2020320414396,2020,320414396,2,1,2,2,8,2,3,0,0,1,0,0,9,6,E01027971,-1,0,0.02878,0.97122,-1
2020520100409,2020,520100409,2,1,1,1,44,7,2,0,0,0,0,0,1,8,E01029023,-1,0,1,0,-1
202031B102820,2020,31B102820,1,1,3,1,48,8,3,6,7,0,0,0,0,4,E01028041,-1,0,0.07956,0.92044,-1
2020440199016,2020,440199016,1,1,1,1,24,5,2,0,0,0,0,0,1,1,E01017336,-1,0,1,0,-1
2020010286484,2020,010286484,1,1,1,1,42,7,3,0,0,0,0,0,4,5,E01000310,-1,0,0,1,-1
2020302000547,2020,302000547,2,2,1,2,49,8,3,0,0,0,0,0,9,8,E01019714,-1,0,0.03067,0.96933,-1
2020332000207,2020,332000207,1,1,1,1,51,8,3,0,0,0,0,0,9,10,E01025880,-1,0,0.02054,0.97946,-1
2020360944401,2020,360944401,2,2,1,2,59,9,3,0,0,0,0,0,9,5,E01026718,3,1,0,1,-1
2020410922671,2020,410922671,3,1,1,2,39,7,3,0,0,0,0,0,9,10,E01023742,3,1,0,1,-1
2020410981779,2020,410981779,2,2,1,2,25,5,3,0,0,0,0,0,9,7,E01023382,3,1,0,1,-1
2020990977615,2020,990977615,2,2,1,2,21,5,3,0,0,0,0,0,9,6,-1,3,1,0,1,-1
2020010228100,2020,010228100,1,1,2,2,26,6,3,0,0,0,4,0,11,1,E01001425,-1,0,0,1,-1
2020332000638,2020,332000638,1,1,1,1,21,5,3,0,0,0,0,0,9,2,E01013742,-1,0,0.01095,0.98905,-1
2020350955333,2020,350955333,1,1,1,1,21,5,3,0,0,0,0,0,1,7,E01017965,3,1,0,1,-1
2020220980894,2020,220980894,1,1,3,1,6,2,2,5,3,0,0,0,0,6,E01028923,7,1,1,0,-1
2020990978809,2020,990978809,1,1,1,2,51,8,2,0,0,0,0,0,1,-1,-1,7,1,1,0,-1
2020010282209,2020,010282209,2,1,1,1,21,5,3,0,0,0,0,0,2,3,E01001264,-1,0,0,1,-1
20201371N0646,2020,1371N0646,2,2,2,2,23,5,3,0,0,1,0,0,9,1,E01011358,-1,0,0.00438,0.99562,-1
2020230950892,2020,230950892,2,2,1,1,20,4,3,0,0,0,0,0,9,4,E01031079,3,1,0,1,-1
202031D095120,2020,31D095120,2,1,1,2,60,9,3,0,0,0,0,0,9,9,E01019696,-1,0,0.00625,0.99375,-1
2020545363420,2020,545363420,2,3,2,2,16,4,3,0,0,2,0,0,9,9,E01031920,-1,0,0.00728,0.99272,-1
2020010237032,2020,010237032,1,1,2,1,3,1,3,0,0,0,4,0,11,7,E01002220,-1,0,0,1,-1
2020200980876,2020,200980876,2,1,1,1,32,6,3,0,0,0,0,0,9,1,E01009270,3,1,0,1,-1
2020420915586,2020,420915586,1,1,1,1,51,8,2,0,0,0,0,0,9,6,E01021666,6,1,1,0,-1
2020430057266,2020,430057266,2,1,2,1,9,2,3,0,0,2,0,0,9,9,E01033514,-1,0,0.00221,0.99779,-1
2020010261920,2020,010261920,2,1,1,2,58,9,3,0,0,0,0,0,1,8,E01003818,-1,0,0,1,-1
2020010252075,2020,010252075,1,1,3,2,54,8,3,8,3,0,0,0,0,6,E01002617,-1,0,0,1,-1
2020010276075,2020,010276075,1,1,1,2,47,8,3,0,0,0,0,0,1,2,E01003299,-1,0,0,1,-1
2020430146963,2020,430146963,2,1,1,1,60,9,3,0,0,0,0,0,1,10,E01016654,-1,0,0.08521,0.91479,-1
2020340E02922,2020,340E02922,2,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1,-1,0,0.01093,0.98907,-1
2020430165039,2020,430165039,2,2,2,1,35,6,3,0,0,1,0,0,9,6,E01028717,-1,0,0.03779,0.96221,-1
2020410973862,2020,410973862,2,1,1,2,43,7,3,0,0,0,0,0,1,10,E01023714,3,1,0,1,-1
2020470989020,2020,470989020,2,1,1,1,63,9,3,0,0,0,0,0,1,6,E01025815,3,1,0,1,-1
2020370991065,2020,370991065,1,1,1,1,55,8,3,0,0,0,0,0,9,5,E01026668,3,1,0,1,-1
2020430328434,2020,430328434,2,2,1,1,39,7,3,0,0,0,0,0,9,9,E01017660,-1,0,0.02574,0.97426,-1
2020520004398,2020,520004398,2,2,1,2,46,8,3,0,0,0,0,0,9,3,E01029175,-1,0,0.01704,0.98296,-1
202006F275264,2020,06F275264,4,4,1,1,30,6,2,0,0,0,0,0,9,4,E01005151,-1,0,1,0,-1
2020410952833,2020,410952833,1,1,1,1,37,7,3,0,0,0,0,0,9,7,E01023472,3,1,0,1,-1
2020440057938,2020,440057938,1,1,1,2,24,5,3,0,0,0,0,0,9,8,E01003830,-1,0,0.04018,0.95982,-1
2020430301958,2020,430301958,2,1,1,1,-1,-1,3,0,0,0,0,0,1,10,E01017640,-1,0,0.06704,0.93296,-1
2020440065972,2020,440065972,1,2,2,2,18,4,3,0,0,1,0,0,9,10,E01032854,-1,0,0.1828,0.8172,-1
2020460984062,2020,460984062,3,1,2,2,43,7,3,0,0,1,0,0,9,9,E01023134,3,1,0,1,-1
2020520000483,2020,520000483,1,2,2,2,41,7,3,0,0,1,0,0,9,2,E01029097,-1,0,0.01057,0.98943,-1
2020990933009,2020,990933009,1,1,3,1,88,11,2,5,3,0,0,0,0,9,-1,7,1,1,0,-1
2020010261473,2020,010261473,1,1,1,1,14,3,3,0,0,0,0,0,1,2,E01002831,-1,0,0,1,-1
2020350937499,2020,350937499,2,1,1,1,19,4,2,0,0,0,0,0,3,1,E01015663,7,1,1,0,-1
2020010284708,2020,010284708,1,3,2,-1,21,5,3,0,0,1,0,0,9,1,E01004205,-1,0,0,1,-1
2020070132263,2020,070132263,1,1,1,1,19,4,3,0,0,0,0,0,9,10,E01007189,-1,0,0.0491,0.9509,-1
2020230927497,2020,230927497,1,1,1,1,39,7,2,0,0,0,0,0,9,10,E01028782,7,1,1,0,-1
2020990921288,2020,990921288,2,2,2,2,30,6,3,0,0,1,0,0,9,10,-1,3,1,0,1,-1
2020010272337,2020,010272337,1,1,2,2,54,8,3,0,0,0,3,0,11,3,E01002408,-1,0,0,1,-1
2020010263031,2020,010263031,1,1,3,1,39,7,3,9,5,0,0,0,0,5,E01033573,-1,0,0,1,-1
2020010242121,2020,010242121,2,1,1,1,29,6,3,0,0,0,0,0,9,3,E01003221,-1,0,0,1,-1
2020010283486,2020,010283486,1,1,1,1,46,8,3,0,0,0,0,0,9,3,E01001488,-1,0,0,1,-1
2020140939691,2020,140939691,2,1,3,2,55,8,3,5,9,0,0,0,0,8,E01008035,3,1,0,1,-1
2020302000737,2020,302000737,1,1,3,1,9,2,3,6,9,0,0,0,0,6,E01019619,-1,0,0.06412,0.93588,-1
2020320544838,2020,320544838,2,1,1,1,35,6,2,0,0,0,0,0,4,2,E01026177,-1,0,1,0,-1
2020010278858,2020,010278858,4,3,1,1,73,10,3,0,0,0,0,0,9,3,E01001808,-1,0,0,1,-1
2020100961824,2020,100961824,2,2,2,2,58,9,3,0,0,1,0,0,9,5,E01027529,3,1,0,1,-1
2020030918860,2020,030918860,1,1,3,1,83,11,3,5,9,0,0,0,0,8,E01019330,3,1,0,1,-1
2020030959320,2020,030959320,1,3,3,1,15,3,1,6,9,0,0,0,0,2,E01019175,1,1,0,0,-1
202006K177648,2020,06K177648,2,1,1,1,19,4,3,0,0,0,0,0,3,1,E01004841,-1,0,0.19239,0.80761,-1
2020201019588,2020,201019588,1,1,1,1,31,6,3,0,0,0,0,0,3,1,E01009364,3,1,0,1,-1
20201373M0895,2020,1373M0895,1,1,1,1,46,8,2,0,0,0,0,0,5,5,E01032495,-1,0,1,0,-1
2020031011051,2020,031011051,1,2,2,2,75,10,2,0,0,1,0,0,9,7,E01019155,7,1,1,0,-1
2020420963409,2020,420963409,1,1,1,1,18,4,3,0,0,0,0,0,9,3,E01021726,3,1,0,1,-1
2020010270481,2020,010270481,2,1,1,2,-1,-1,3,0,0,0,0,0,-1,4,E01001221,-1,0,0,1,-1
202031C107420,2020,31C107420,1,1,3,1,65,9,2,4,3,0,0,0,0,-1,-1,-1,0,1,0,-1
2020340S80032,2020,340S80032,1,1,3,1,64,9,1,5,1,0,0,0,0,-1,-1,-1,0,0,0,-1
2020420959720,2020,420959720,1,1,3,1,19,4,3,5,1,0,0,0,0,3,E01021601,3,1,0,1,-1
2020460975511,2020,460975511,1,1,1,1,26,6,3,0,0,0,0,0,4,9,E01032813,3,1,0,1,-1
2020010254811,2020,010254811,1,1,2,2,19,4,3,0,0,1,0,0,9,3,E01002043,-1,0,0,1,-1
2020010281625,2020,010281625,1,1,1,1,43,7,3,0,0,0,0,0,9,3,E01024149,-1,0,0,1,-1
202006E174271,2020,06E174271,2,1,1,2,35,6,3,0,0,0,0,0,9,1,E01005209,-1,0,0.07561,0.92439,-1
202006J169265,2020,06J169265,1,3,2,1,19,4,2,0,0,2,0,0,9,-1,-1,-1,0,1,0,-1
2020140985422,2020,140985422,2,2,1,1,22,5,3,0,0,0,0,0,9,9,E01007709,3,1,0,1,-1
2020200962567,2020,200962567,2,1,1,1,42,7,3,0,0,0,0,0,9,3,E01031059,3,1,0,1,-1
2020520003826,2020,520003826,1,2,2,2,42,7,3,0,0,1,0,0,9,7,E01027090,-1,0,0.01726,0.98274,-1
2020522002525,2020,522002525,1,1,1,2,29,6,3,0,0,0,0,0,9,1,E01014594,-1,0,0.01442,0.98558,-1
2020460930247,2020,460930247,1,2,2,2,48,8,2,0,0,0,0,0,10,3,E01024641,7,1,1,0,-1
2020052000631,2020,052000631,2,1,1,2,47,8,3,0,0,0,0,0,9,3,E01006969,-1,0,0.01451,0.98549,-1
2020520102266,2020,520102266,3,4,2,2,60,9,3,0,0,1,0,0,9,1,E01009308,-1,0,0.03696,0.96304,-1
2020541147420,2020,541147420,2,5,2,1,19,4,3,0,0,1,0,0,9,6,E01020204,-1,0,0.01875,0.98125,-1
2020990963674,2020,990963674,1,1,1,1,44,7,3,0,0,0,0,0,9,2,-1,3,1,0,1,-1
2020320501228,2020,320501228,1,1,3,1,12,3,3,8,3,0,0,0,0,8,E01026007,-1,0,0.11827,0.88173,-1
2020070531692,2020,070531692,2,1,1,1,35,6,2,0,0,0,0,0,1,7,E01007225,-1,0,1,0,-1
2020440358682,2020,440358682,2,1,1,1,49,8,3,0,0,0,0,0,1,8,E01022829,-1,0,0.1449,0.8551,-1
2020320588122,2020,320588122,2,1,1,2,37,7,3,0,0,0,0,0,3,2,E01026177,-1,0,0.10291,0.89709,-1
2020221002651,2020,221002651,2,3,2,1,6,2,3,0,0,2,0,0,9,6,E01032390,3,1,0,1,-1
2020500921404,2020,500921404,1,1,1,1,25,5,3,0,0,0,0,0,19,8,E01020333,3,1,0,1,-1
2020360944988,2020,360944988,1,2,2,2,21,5,3,0,0,0,0,0,20,5,E01018067,3,1,0,1,-1
2020010232684,2020,010232684,1,2,2,-1,30,6,3,0,0,2,0,0,9,6,E01018036,-1,0,0,1,-1
2020231001756,2020,231001756,1,2,1,1,19,4,3,0,0,0,0,0,9,1,E01009572,3,1,0,1,-1
2020552000568,2020,552000568,1,1,1,2,40,7,3,0,0,0,0,0,9,6,E01020443,-1,0,0.01776,0.98224,-1
2020420991309,2020,420991309,2,1,1,2,57,9,3,0,0,0,0,0,1,2,E01021485,3,1,0,1,-1
2020010249718,2020,010249718,1,1,3,1,57,9,2,6,9,0,0,0,0,2,E01003237,-1,0,1,0,-1
2020320419250,2020,320419250,1,1,3,1,85,11,3,6,9,0,0,0,0,4,E01026057,-1,0,0.18198,0.81802,-1
2020370957769,2020,370957769,1,1,1,1,68,10,3,0,0,0,0,0,5,1,E01021970,3,1,0,1,-1
2020010287096,2020,010287096,1,1,1,1,40,7,3,0,0,0,0,0,9,1,E01002857,-1,0,0,1,-1
2020440158424,2020,440158424,2,1,1,1,48,8,3,0,0,0,0,0,9,9,E01022492,-1,0,0.06001,0.93999,-1
2020040958721,2020,040958721,1,1,1,2,47,8,2,0,0,0,0,0,9,9,E01025553,7,1,1,0,-1
2020430221989,2020,430221989,1,1,1,2,31,6,3,0,0,0,0,0,9,9,E01028783,-1,0,0.03402,0.96598,-1
2020040982992,2020,040982992,2,4,2,2,49,8,3,0,0,2,0,0,9,6,E01025562,3,1,0,1,-1
2020546778320,2020,546778320,2,2,2,2,29,6,2,0,0,2,0,0,9,8,E01031988,-1,0,1,0,-1
202006L172068,2020,06L172068,2,1,1,1,26,6,3,0,0,0,0,0,9,8,E01006230,-1,0,0.01045,0.98955,-1
2020200953588,2020,200953588,1,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020340W05822,2020,340W05822,1,1,1,2,26,6,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020350958266,2020,350958266,1,1,1,1,28,6,3,0,0,0,0,0,1,5,E01017991,3,1,0,1,-1
2020010255436,2020,010255436,1,1,1,1,43,7,3,0,0,0,0,0,3,4,E01003658,-1,0,0,1,-1
20201377V1945,2020,1377V1945,2,2,1,1,44,7,3,0,0,0,0,0,9,1,E01010965,-1,0,0.0346,0.9654,-1
2020500972407,2020,500972407,2,1,1,2,30,6,3,0,0,0,0,0,9,7,E01018889,3,1,0,1,-1
2020990933425,2020,990933425,2,2,2,2,9,2,2,0,0,1,0,0,9,7,-1,5,1,1,0,-1
2020010260015,2020,010260015,2,2,1,1,41,7,3,0,0,0,0,0,19,2,E01002046,-1,0,0,1,-1
20201379K1697,2020,1379K1697,1,1,1,1,40,7,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020370965075,2020,370965075,2,1,1,1,35,6,2,0,0,0,0,0,9,2,E01029996,7,1,1,0,-1
2020460919555,2020,460919555,2,1,2,2,66,10,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020460993821,2020,460993821,2,1,1,1,32,6,3,0,0,0,0,0,21,6,E01001619,3,1,0,1,-1
2020100938793,2020,100938793,2,1,1,2,62,9,3,0,0,0,0,0,9,4,E01020644,3,1,0,1,-1
20201371T1027,2020,1371T1027,1,1,1,2,25,5,3,0,0,0,0,0,9,1,E01011357,-1,0,0.01907,0.98093,-1
2020360942861,2020,360942861,2,1,1,1,48,8,2,0,0,0,0,0,9,6,E01026451,6,1,1,0,-1
2020420937458,2020,420937458,1,1,1,2,17,4,3,0,0,0,0,0,9,9,E01021615,3,1,0,1,-1
2020460983631,2020,460983631,1,1,1,2,23,5,3,0,0,0,0,0,9,8,E01024434,3,1,0,1,-1
2020460929576,2020,460929576,1,2,2,2,13,3,3,0,0,1,0,0,9,7,E01024578,3,1,0,1,-1
2020470975811,2020,470975811,2,1,2,2,15,3,3,0,0,1,0,0,9,5,E01016437,3,1,0,1,-1
2020010250527,2020,010250527,2,1,1,1,49,8,2,0,0,0,0,0,1,2,E01032722,-1,0,1,0,-1
2020460929534,2020,460929534,2,1,2,1,12,3,3,0,0,1,0,0,9,3,E01016022,3,1,0,1,-1
2020470940034,2020,470940034,1,1,2,1,2,1,3,0,0,2,0,0,9,5,E01031599,3,1,0,1,-1
2020332000828,2020,332000828,2,2,1,2,67,10,2,0,0,0,0,0,9,3,E01013697,-1,0,1,0,-1
2020010258533,2020,010258533,1,1,3,1,29,6,2,1,3,0,0,0,0,10,E01016187,-1,0,1,0,-1
2020122000364,2020,122000364,1,1,3,2,12,3,2,7,9,0,0,0,0,3,E01013335,-1,0,1,0,-1
2020141008477,2020,141008477,2,1,3,1,38,7,3,9,9,0,0,0,0,-1,-1,3,1,0,1,-1
2020522004886,2020,522004886,1,1,1,1,25,5,3,0,0,0,0,0,1,3,E01014681,-1,0,0.09622,0.90378,-1
2020010238387,2020,010238387,1,1,1,2,41,7,3,0,0,0,0,0,9,3,E01000333,-1,0,0,1,-1
2020010270634,2020,010270634,1,3,2,1,26,6,3,0,0,1,0,0,9,1,E01020979,-1,0,0,1,-1
2020460936980,2020,460936980,1,1,2,2,-1,-1,3,0,0,2,0,0,9,6,E01024555,3,1,0,1,-1
2020010257045,2020,010257045,2,1,1,1,28,6,3,0,0,0,0,0,1,5,E01003018,-1,0,0,1,-1
2020160971021,2020,160971021,2,1,1,1,30,6,2,0,0,0,0,0,1,3,E01013245,7,1,1,0,-1
2020990984201,2020,990984201,1,1,1,1,23,5,2,0,0,0,0,0,5,2,-1,6,1,1,0,-1
2020010228404,2020,010228404,1,1,1,1,46,8,3,0,0,0,0,0,8,2,E01002314,-1,0,0,1,-1
2020010229547,2020,010229547,1,1,1,1,26,6,3,0,0,0,0,0,9,5,E01000631,-1,0,0,1,-1
2020230992038,2020,230992038,2,2,1,1,51,8,3,0,0,0,0,0,9,4,E01029857,3,1,0,1,-1
2020410977874,2020,410977874,2,1,1,1,23,5,2,0,0,0,0,0,9,3,E01023920,6,1,1,0,-1
2020530915422,2020,530915422,2,2,1,2,36,7,3,0,0,0,0,0,9,3,W01001592,3,1,0,1,-1
2020991004325,2020,991004325,1,1,3,2,77,11,2,1,1,0,0,0,0,9,-1,7,1,1,0,-1
2020420983698,2020,420983698,1,3,1,1,28,6,2,0,0,0,0,0,5,4,E01022041,6,1,1,0,-1
2020010237442,2020,010237442,1,1,1,1,27,6,3,0,0,0,0,0,9,3,E01002532,-1,0,0,1,-1
2020400948818,2020,400948818,1,1,2,1,23,5,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020010236784,2020,010236784,1,1,1,1,20,4,3,0,0,0,0,0,3,2,E01004323,-1,0,0,1,-1
2020041003896,2020,041003896,2,1,1,2,36,7,3,0,0,0,0,0,3,4,E01012740,3,1,0,1,-1
2020010262507,2020,010262507,2,1,2,1,9,2,3,0,0,2,0,0,9,-1,-1,-1,0,0,1,-1
202031C085720,2020,31C085720,1,1,1,2,25,5,3,0,0,0,0,0,9,7,E01028157,-1,0,0.03967,0.96033,-1
2020010244131,2020,010244131,1,1,1,1,45,7,3,0,0,0,0,0,19,3,E01000088,-1,0,0,1,-1
2020200958231,2020,200958231,2,1,1,1,57,9,3,0,0,0,0,0,19,5,E01009246,3,1,0,1,-1
2020010280414,2020,010280414,1,1,3,2,15,3,3,9,9,0,0,0,0,1,E01000596,-1,0,0,1,-1
